135943.4,455729.0
136507.5,456002.2
133027.5,457551.4
135389.1,452714.2
134988.5,455708.6
132170.7,455567.7
137799.7,453005.5
136186.8,453570.0
132588.0,457340.4
132205.5,455544.8
130816.9,458615.1
136971.8,453862.0
130813.7,458609.7
130785.9,458614.0
130797.7,458607.3
130815.6,458602.8
130798.0,458613.1
135291.1,457025.9
135295.6,457021.6
136697.5,453186.5
136309.8,454367.2
136663.5,455876.1
136823.6,456039.2
136818.4,456054.4
136634.9,456083.6
136708.6,456152.7
136644.4,456098.6
136494.4,456027.6
136684.1,456059.7
136736.2,455843.3
136739.4,455844.5
136470.7,455940.8
136479.0,455956.1
136442.2,455873.4
135526.6,456163.0
137656.5,456533.4
137663.5,456548.0
137073.9,454597.0
137756.2,456751.4
137150.9,454604.8
137755.0,457645.8
136912.6,455025.4
136937.0,454898.8
136911.8,455041.1
140269.9,455143.9
136231.6,456158.0
135556.1,455981.6
135546.8,455949.6
136706.8,456024.6
134885.4,453999.8
136615.1,456197.6
136625.0,456194.5
137098.6,456129.3
136825.9,456027.4
136850.2,456017.6
135098.1,456059.6
135433.1,457569.2
135580.3,457869.4
136043.1,455769.3
136024.2,455758.5
135929.1,455721.4
135936.9,455708.2
136015.2,455753.9
136526.0,456024.4
136554.2,456046.0
137006.0,456114.2
135904.0,453252.1
137297.7,456343.2
137098.2,456119.2
136173.9,458279.6
137780.0,452331.1
137806.7,454388.6
135352.6,456930.5
135202.3,457068.8
135111.3,457160.2
135091.8,457177.0
135000.1,457248.6
134965.5,457296.3
134945.7,457317.7
135896.3,456959.4
134853.7,457525.2
137727.4,454573.0
137234.1,454864.9
137641.7,454920.1
138049.2,454957.5
137668.6,454994.9
137798.6,455647.3
137712.7,455752.8
137787.8,455721.5
137388.1,456353.7
137313.5,456673.7
137816.8,457147.3
136783.4,455508.5
136809.2,455378.1
136849.6,455628.8
136750.6,455788.4
136796.7,455640.7
136891.2,457099.3
136422.9,456807.8
136725.3,456668.5
136641.0,456783.8
136767.9,457025.1
136656.7,456921.6
136620.8,456913.5
136631.4,456927.4
136372.7,455983.1
136498.4,456072.0
136341.9,456098.2
136497.5,455851.3
136422.0,456015.7
136500.9,455857.8
137056.7,456329.0
136641.2,456191.2
136879.8,456343.8
137021.1,456358.2
136881.3,456362.8
136573.3,456268.7
136592.5,456234.7
136753.1,456355.0
136793.0,456358.9
136801.9,456359.6
136656.2,456330.4
136415.8,456164.0
136097.6,455952.4
136358.3,455965.7
136364.9,455968.4
136428.5,455887.9
136312.7,454453.5
135229.7,455929.6
135091.7,456085.6
134285.9,456278.1
134924.7,454154.0
134936.1,454163.4
134938.4,454170.6
134872.3,454022.6
132636.5,455359.9
134971.1,454668.7
135262.5,453171.8
136333.8,454393.8
136156.9,454353.9
136448.7,454003.4
136303.5,454282.3
136261.6,454098.1
136301.4,454249.8
137006.1,453816.7
137049.7,453614.2
136835.8,453698.1
136840.0,453714.3
135633.1,459573.8
134902.8,458118.0
135163.5,458143.7
134755.2,457987.5
133881.3,458573.8
134622.8,458136.3
134583.6,457981.1
134890.0,457663.4
134126.3,458429.5
134600.4,458114.3
135906.6,457640.0
135901.8,457084.6
136485.3,457349.6
136114.9,458520.6
136134.2,458519.1
136135.7,458499.3
136089.7,458507.5
136035.1,458401.5
136198.9,458436.3
136940.9,458208.4
136808.6,454497.4
136527.9,455787.9
137068.0,456343.6
134686.2,455950.6
140271.9,455118.3
131499.5,457055.8
134560.5,458422.5
135773.6,456528.5
135674.0,456627.8
135376.7,456909.9
135531.6,456764.1
137482.4,455975.5
136606.7,456239.8
136641.4,456244.3
135943.8,455728.1
136211.9,455980.2
136233.6,455941.1
136239.7,455931.4
136837.6,457256.0
132948.3,456678.0
130566.5,458875.6
132828.3,456682.3
136039.9,455808.9
136027.7,455844.9
136038.8,455814.1
136037.4,455818.9
132744.5,456614.2
132840.4,456414.3
136094.4,455905.8
136071.1,455892.4
136050.9,455802.1
136128.7,455800.2
137712.8,455340.7
137660.2,455488.5
137688.7,455496.2
137106.4,453521.2
136654.6,456285.6
135833.9,453382.9
135999.4,455966.7
137780.1,457670.4
136113.6,458259.5
135971.5,458404.6
136734.1,456173.6
136171.4,458480.7
